Unnamed: 0,Index,Title,Content,Level,Tag,Category,Author
147,300,['IT 회사에서 비개발자가 살아남기 위한 모든 개발 지식 A to Z'],"['커뮤니케이션', '프로세스', '실제', '그림', '효율', '개발', '회사', '개발자']",입문자,['커뮤니케이션'],"['BEST', '비즈니스 · 마케팅', '기타']",['그랩']
148,301,['[파이썬/Python] 문과생도 이해하는 DFS 알고리즘! - 입문편'],"['문제', '전략', '선별', '출제', '능력', '집중', '가장', '수업', '선택', '유형', '풀이', '이론']",초급자,"['dfs', '알고리즘', '코딩 테스트', 'Python', 'python3']","['개발 · 프로그래밍', '알고리즘 · 자료구조']",['개발자로 취직하기']
149,302,['[기초]코딩 무경험자도 가능! 90분에 뽀개는 구글 시트 업무 자동화'],"['구글시트', '스크립트', '수료증', '견적', '자동화', '이메일', '구글', '앱스', '발송', '인증서']",입문자,"['업무 생산성', 'Google Apps Script', 'Google Sheets', 'spreadsheets', 'Excel']","['비즈니스 · 마케팅', '업무 자동화']",['더기']
150,303,['비전공자의 전공자 따라잡기 - 자료구조(with JavaScript)'],"['힙', '스택', '큐', '연결', '레드', '리스트', '덱', '그래프', '블랙', '이진', '우선', '순위', '이진트리', '검색', '트리']",초급자,"['JavaScript', '알고리즘', '코딩 테스트']","['개발 · 프로그래밍', '알고리즘 · 자료구조']",['조현영']
151,304,['제품부터 시작하는 인우의 반도체 CHIP 회로설계 이야기'],"['회로', '정리', '제품', '스위치', '분석', '공정', '전공', '설계', '연결', '분야', '디지털', '아날로그', '관점', '반도체', '소개', '고리', '목표', '지식', '방식', '대학교', '스마트폰', '닌텐도']",초급자,"['Verilog HDL', 'digital-signal-processing', 'circuit', 'verilog', 'analog-digital-converter']","['하드웨어', '반도체']",['삼코치']
152,305,['시나브로 자바스크립트'],"['깊이', '자바스크립트', '코어', '실력', '프레임워크', '생태계']",중급자,"['JavaScript', 'vanilla-js']","['개발 · 프로그래밍', '프론트엔드']",['이은재']
153,306,['친절한 블렌더 - [LV.0] 입문 필수'],"['기본', '빛', '오브젝트', '카메라', '재질', '에디트', '모디파이', '오브', '모드', '사용', '만들기', '도형', '변형']",입문자,"['Blender', '3d-modelling', '3d-rendering']","['크리에이티브', 'CAD · 3D 모델링']",['codemod']
154,307,['실전! FastAPI 입문'],"['관리', '웹', '개발', '실무', '개념', '용법', '적용', '코드', '프로젝트', '안정', '테스트']",초급자,"['FastAPI', 'Python', 'pytest', 'ORM', '리팩토링']","['개발 · 프로그래밍', '백엔드']",['신동현']
156,308,['빠른 취업을 위한 프론트엔드 로드맵'],"['로드맵', '면접', '전략', '리스트', '프론트엔드', '공고', '질문', '분석', '채용', '코딩', '테스트']",입문자,"['면접', '포트폴리오', '온라인 교육']","['커리어', '취업 · 이직']",['양동준']
157,309,['[라이브 멘토링] 유니티 뱀파이어 서바이벌 장르 모작'],"['유니티', '장르', '게임', '개발', '서바이벌']",중급자,"['Unity', 'C#', 'Addressable Asset System', 'object-pooling']","['BEST', '게임 개발', '게임 프로그래밍']",['Rookiss']
158,310,"['자바와 스프링 부트로 생애 최초 서버 만들기, 누구나 쉽게 개발부터 배포까지! [서버 개발 올인원 패키지]']","['네트워크', '스프링부트', '데이터베이스', '개발', '도메인', '서버', '개념', '클라우드', '이론', '기술']",초급자,"['Java', 'Spring Boot', 'Spring', 'JPA', 'AWS']","['BEST', '개발 · 프로그래밍', '백엔드']",['최태현']
159,311,['[개정3판] Node.js 교과서 - 기본부터 프로젝트 실습까지'],"['서버', '스팅', '전환', '배포']",초급자,"['Node.js', 'Express', 'MySQL', 'MongoDB', 'Socket.io']","['BEST', '개발 · 프로그래밍', '백엔드']",['조현영']
160,312,['실리콘밸리 엔지니어에게 배우는 파이썬 아파치 스파크'],"['아파치', '스파크', '빅데이터', '파이', '러닝', '머신러닝', '실시간', '처리']",중급자,"['Apache Spark', '빅데이터', '머신러닝']","['개발 · 프로그래밍', '데이터 사이언스']",['Seungjoon Lee']
161,313,['수학 없이 시작하는 인공지능 첫걸음: 기초부터 최신 트렌드까지'],"['비하인드', '딥러닝', '양질', '챗봇', '처리', '연구', '데이터', '수집', '프로세스', '학습', '수행', '식', '구분', '의도', '모델', '사용자', '이미지', '러닝', '스토리', '세상', '서비스', '머신러닝', '자연어']",입문자,"['머신러닝', '딥러닝']","['BEST', '데이터 사이언스', '인공지능']",['김지훈']
162,314,['파이썬을 활용한 QGIS 자동화 (벡터형 자료 편)'],"['기본', '벡터', '지식', '자동화', '기능', '자료', '파이썬', '분석', '기초', '작업']",입문자,"['QGIS', 'GIS', 'Python']","['데이터 사이언스', '데이터 분석']",['UPWISE']
163,315,['[리뉴얼] 타입스크립트 올인원 : Part2. 실전 분석편'],"['모듈', '타입스크립트', '라이브러리', '분석', '타입', '시스템']",중급자,['TypeScript'],"['개발 · 프로그래밍', '프로그래밍 언어']",['조현영']
164,316,['제대로 파는 HTML CSS - by 얄코'],"['표준', '퍼블리싱', '레이아웃', '접근성', '웹사이트', '포커스', '폰트', '환경', '만들기', '사용자', '포지션', '고급', '변수', '기능', '사이트', '선택', '코딩', '비저블', '모바일', '프로젝트', '기초', '애니메이션', '멘', '태그', '지식', '필터', '파이널', '반응', '구성', '실전', '웹', '준수', '대응', '개념', '상속', '프리픽스']",입문자,['HTML/CSS'],"['BEST', '개발 · 프로그래밍', '웹 개발']",['얄팍한 코딩사전']
165,317,['Flutter 중급 1편 - 클린 아키텍처'],"['수정', '앱', '관리', '클린', '플러터', '소스코드', '분리', '금방', '관심사', '적용', '아키텍처', '코드', '구조']",중급자,"['Flutter', 'iOS', 'Android']","['BEST', '개발 · 프로그래밍', '모바일 앱 개발']",['오준석']
166,318,['모던 안드로이드 - Jetpack Compose 입문'],"['안드로이드', '코틀린', '구성', '예제', '생존', '작성', '코딩', '오준석', '연동']",초급자,"['Jetpack', 'Kotlin', 'Android']","['BEST', '개발 · 프로그래밍', '모바일 앱 개발']",['오준석']
167,319,['파이썬/장고 웹서비스 개발 완벽 가이드 with 리액트'],"['프론트엔드', '개발', '함수', '컨테이너', '컴포넌트', '장고', '프레임워크', '백엔드', '효율', '리액트', '배포', '웹', '서비스', '연동']",초급자,"['Python', 'Django', 'React', 'Docker']","['BEST', '개발 · 프로그래밍', '풀스택']",['이진석']
168,320,['얄코의 반응형 프로그래밍 - 자바스크립트로 쉽게 배우는 ReactiveX'],"['프로그래밍', '자바스크립트', '구성요소', '사례', '용법', '여가', '레이', '반응', '실전', '전반', '개념']",초급자,"['RxJS', 'JavaScript', '함수형 프로그래밍']","['BEST', '개발 · 프로그래밍', '프론트엔드']",['얄팍한 코딩사전']
169,321,['[C++과 언리얼로 만드는 MMORPG 게임 개발 시리즈] Part4: 게임 서버'],"['온라인', '게임', '서버', '제작']",중급자,"['Windows Server', '네트워크', 'MMORPG']","['BEST', '게임 개발', '게임 프로그래밍']",['Rookiss']
171,322,['꼭 필요한 엑셀 5시간으로 끝내기와 3시간으로 ITQ엑셀 자격증취득'],"['저장', '표', '분석', '라인', '함수', '사용', '데이터', '서식', '스파크', '차트', '편집', '형식', '지정', '도형', '계산', '그래픽', '입력', '효율', '시각', '작업', '그림', '표시', '수식', '양', '엑셀', '셀']",입문자,"['Excel', 'MS-Office', 'ITQ']","['비즈니스 · 마케팅', '오피스']",['박쌤컴퓨터']
172,323,['[C++과 언리얼로 만드는 MMORPG 게임 개발 시리즈] Part1: C++ 프로그래밍 입문'],"['언어', '어셈블리']",입문자,['C++'],"['BEST', '게임 개발', '게임 프로그래밍']",['Rookiss']
173,324,['Node.js에 TypeScript 적용하기(feat. NodeBird)'],"['라이브러리', '개발', '기존', '적용', '타이핑']",중급자,"['Node.js', '웹앱', 'TypeScript']","['BEST', '개발 · 프로그래밍', '백엔드']",['조현영']
174,325,['데브옵스(DevOps)를 위한 쿠버네티스 마스터'],"['구글', '플랫폼', '구축', '서비스', '심화', '쿠버네티스', '학습', '클라우드', '마이크로']",초급자,"['Docker', 'Kubernetes']","['BEST', '개발 · 프로그래밍', '데브옵스 · 인프라']",['보안프로젝트']
175,326,['한 번에 통과하는 일잘러의 PPT 디자인 (w.새별의 파워포인트)'],"['제작', '베스트셀러', '분야', '공개', '시선', '작가', '비즈니스', '디자인', '설득', '플루', '노하우', '유', '네이버', '강사']",입문자,"['PT', 'PowerPoint']","['비즈니스 · 마케팅', '오피스']",['스터디파이']
176,327,['처음하는 풀스택을 위한 Flutter 부트캠프 [풀스택 Part4]'],"['기본', '언어', '서비스', '제작', '위젯', '연동']",초급자,"['Flutter', 'Firebase', 'firestore', 'dart', 'frontend']","['개발 · 프로그래밍', '풀스택']",['잔재미코딩']
177,328,['돌배작가에게 배우는 웹툰작가 데뷔 클래스'],"['콘티', '구체', '웹툰', '배경', '기획서', '캐릭터', '제작', '연재', '기획', '채색', '가이드라인']",입문자,['드로잉'],"['크리에이티브', '기타']",['스터디파이']
178,329,['퍼블리셔 취업하는 훌륭한 이력서 작성 가이드'],"['면접', '분석', '가이드라인', '요령', '실제', '질문', '선택', '채용', '회사', '퍼블리셔', '기본', '실전', '공고', '작성', '신입', '이력서']",입문자,['이력서'],"['커리어', '취업 · 이직']",['코딩웍스(Coding Works)']
179,330,['블렌더 처음 시작부터 로우폴리 3D 애니메이션 까지'],"['파티', '완전', '블렌더', '모델링', '시스템', '기초', '애니메이션']",입문자,['Blender'],"['BEST', '크리에이티브', 'CAD · 3D 모델링']",['AZTechnology']
180,331,['지금 바로 React 시작하기'],"['기본', '사이클', '문법', '조건', '실습', '라이프', '이유', '개념', '용법', '사용', '만들기', '프로젝트', '컴포넌트']",초급자,"['React', 'Redux']","['개발 · 프로그래밍', '프론트엔드']",['The Oreum']
181,332,['Flutter 앱 개발 기초'],"['기본', '지식', '프로그래밍', '배경', '관리', '패키지', '언어', '화면', '용법', '사용', '앱', '상태']",입문자,['Flutter'],"['BEST', '개발 · 프로그래밍', '모바일 앱 개발']",['DevStory']
182,333,"[""설계독학맛비's 실전 AI HW 설계를 위한 바이블, CNN 연산 완전정복 (Verilog HDL + FPGA 를 이용한 가속기 실습)""]","['설계', '지식', '설계자', '비메모리', '가속', '경험']",중급자,"['Verilog HDL', 'FPGA', 'CNN', '임베디드']","['하드웨어', '임베디드 · IoT']",['설계독학맛비']
183,334,['[비전공자 대환영] 제로베이스도 쉽게 입문하는 파이썬 데이터 분석 - 캐글입문기'],"['사이언스', '파이썬', '분석', '포트폴리오', '캐글', '데이터']",입문자,"['Python', 'Kaggle', 'Pandas', '머신러닝', 'Matplotlib']","['데이터 사이언스', '데이터 분석']",['evan']
184,335,['파이널 코딩테스트 : 프론트엔드'],"['구현', '페이지', '웹', '코딩', '대비', '앱', '테스트']",중급자,['코딩 테스트'],"['개발 · 프로그래밍', '교양 · 기타']",['The Oreum']
185,336,"['풀스택 리액트 토이프로젝트 - REST, GraphQL (for FE개발자)']","['데이터베이스', '로컬', '서버', '만들기']",초급자,"['REST API', 'GraphQL', 'React']","['BEST', '개발 · 프로그래밍', '풀스택']",['정재남']
186,337,['HTML+CSS+JS 포트폴리오 실전 퍼블리싱(시즌2)'],"['퍼블리싱', '자바스크립트', '제작', '포트폴리오', '라인', '텍스트', '웹사이트', '예제', '실력', '블럭', '용법', '스킬', '과정', '요소', '퍼블리셔', '향상', '반응', '실전', '노하우', '제이쿼리', '개념', '에디터']",초급자,"['HTML/CSS', 'jQuery', 'JavaScript']","['BEST', '개발 · 프로그래밍', '웹 개발']",['코딩웍스(Coding Works)']
187,338,"[""설계독학맛비's 실전 Verilog HDL Season 1 (Clock부터 Internal Memory까지)""]","['설계', '기본', '지식', '학교', '검증', '반도체', '시작', '비메모리', '기초']",초급자,"['Verilog HDL', 'FPGA', '임베디드']","['BEST', '하드웨어', '임베디드 · IoT']",['설계독학맛비']
188,339,"['풀스택을 위한 탄탄한 프런트엔드 부트캠프 (HTML, CSS, 바닐라 자바스크립트 + ES6) [풀스택 Part2]']","['개발', '웹서비스', '호환성', '고려', '모던', '기능', '상세', '프런트엔드', '세트', '브라우징', '반응', '서비스', '최신', '크로스', '상용']",입문자,"['HTML/CSS', 'JavaScript', 'ES6']","['BEST', '개발 · 프로그래밍', '풀스택']",['잔재미코딩']
189,340,['퍼블리셔 취업 진짜 실전 가이드(PDF)'],"['경력', '습관', '퍼블리싱', '제작', '포트폴리오', '홈페이지', '요령', '학습', '실력', '리얼', '말', '과정', '지원', '효율', '국비', '스토리', '개인', '취업', '퍼블리셔', '노하우', '원칙', '강사', '신입']",입문자,['HTML/CSS'],"['BEST', '커리어', '취업 · 이직']",['코딩웍스(Coding Works)']
190,341,['가장 빠른 풀스택: 파이썬 백엔드와 웹기술 부트캠프 (flask/플라스크와 백엔드 기본) [풀스택 Part1]'],"['기본', '컴퓨터공학', '지식', '웹', '파이썬', '개발', '프레임워크', '상용', '기술']",초급자,"['Python', 'REST API', 'Flask']","['BEST', '개발 · 프로그래밍', '풀스택']",['잔재미코딩']
191,342,['눈떠보니 코딩테스트 전날'],"['기본', '문제', '복습', '알고리즘', '코딩', '개념', '사용', '테스트']",초급자,['코딩 테스트'],"['BEST', '개발 · 프로그래밍', '알고리즘 · 자료구조']",['제주코딩베이스캠프']
192,343,['진짜 현업에서 쓰이는 직장인의 실무 엑셀 - 데이터 가공부터 분석까지'],"['파워', '쿼리', '프로세스', '회귀분석', '과학', '최적', '가장', '피벗', '분석', '값', '사용', '미래', '예측', '시각', '가공', '데이터']",중급자,"['Excel', 'MS-Office']","['BEST', '비즈니스 · 마케팅', '오피스']",['배영자']
193,344,['[2023년 출제기준] 웹디자인기능사 실기시험 완벽 가이드(HTML+CSS+JQUERY)'],"['기능사', '실기', '퍼블리싱', '제작', '핵심', '포트폴리오', '웹사이트', '시험', '실력', '합격', '개인', '취업', '이론', '웹디자인', '향상', '득점', '노하우', '웹']",입문자,"['HTML/CSS', 'jQuery', '웹 디자인']","['BEST', '크리에이티브', '자격증']",['코딩웍스(Coding Works)']
194,345,['제주 하간디 이신 데이터들 Python으로 몬딱 분석해불게'],"['행렬', '분석', '알고리즘', '데이터']",초급자,"['Pandas', 'Numpy', 'Seaborn', 'Matplotlib', 'Plotly']","['BEST', '데이터 사이언스', '데이터 분석']",['제주코딩베이스캠프']
195,346,['처음하는 MongoDB(몽고DB) 와 NoSQL(빅데이터) 데이터베이스 부트캠프 [입문부터 활용까지] (2023년까지 업데이트)'],"['기본', '프로그래밍', '데이터베이스', '빅데이터', '파이썬', '서비스', '최신', '개발', '분석', '몽고', '풀스택', '기술']",초급자,"['Python', 'MongoDB', 'DBMS/RDBMS', '데이터 엔지니어링']","['BEST', '개발 · 프로그래밍', '데이터 사이언스']",['잔재미코딩']
196,347,['코어 자바스크립트'],"['기본', '방식', '메소드', '변수', '문과', '형변환', '선언', '반복', '표현', '타입', '연산자', '조건문', '데이터']",초급자,['JavaScript'],"['BEST', '개발 · 프로그래밍', '프로그래밍 언어']",['정재남']
197,348,['AB 테스트 실무자 완벽 가이드'],"['사례', '원리', '실습', '통계학', '핵심', '모의', '개념']",초급자,"['AB test', '통계']","['비즈니스 · 마케팅', '기획 · 전략 · PM']",['거친코딩']
198,349,['입문자를 위한 Docker 및 Dockerizing 마스터하기'],"['서버', '사용']",입문자,['Docker'],"['개발 · 프로그래밍', '데브옵스 · 인프라']",['JOINC EDU']
199,350,"['태블로 지도 시각화, 기초부터 고급까지']","['스타벅스', '화가', '유혹', '질문', '류', '전통', '지도', '태블로', '얼마나', '기능', '답', '접근', '시각', '위치', '표현']",초급자,"['Tableau', 'geocoding', 'geospatial', 'joins']","['데이터 사이언스', '데이터 시각화']",['VizLab']
200,351,['Java/Spring 테스트를 추가하고 싶은 개발자들의 오답노트'],"['설계', '테스트', '성과', '개념', '사고', '아키텍처', '의존']",초급자,"['TDD', '소프트웨어 테스트', 'unittest', 'Spring', 'JPA']","['BEST', '개발 · 프로그래밍', '백엔드']",['김우근']
201,352,['Java/Spring 주니어 개발자를 위한 오답노트'],"['주니어', '정리', '네트워크', '교정', '실무', '환경', '지향', '백엔드', '오해', '개발자', '의존', '객체', '실수', '개념', '인프라', '스프링', '코드']",초급자,"['Java', 'Spring', '객체지향', '소프트웨어 테스트']","['BEST', '개발 · 프로그래밍', '백엔드']",['김우근']
202,353,['실습으로 배우는 선착순 이벤트 시스템'],"['선착순', '제어', '동시성', '아키텍처']",초급자,"['Spring Boot', 'Java', 'Docker', 'Redis', 'Kafka']","['BEST', '개발 · 프로그래밍', '백엔드']",['최상용']
203,354,['이펙티브 자바 완벽 공략 1부'],"['자바', '제공', '메소드', '성과', '재정', '객체', '파괴', '기술']",중급자,['Java'],"['BEST', '개발 · 프로그래밍', '프로그래밍 언어']",['백기선']
204,355,['한입 크기로 잘라 먹는 리액트(React.js) : 기초부터 실전까지'],"['실제', '방식', '개발', '자바스크립트', '작성', '성능', '일기장', '최적화', '동작', '코드', '기법', '프로젝트', '감정', '배포']",초급자,"['React', 'JavaScript', 'Node.js']","['BEST', '개발 · 프로그래밍', '프론트엔드']",['이정환 Winterlood']
205,356,['코딩으로 학습하는 GoF의 디자인 패턴'],"['패턴', '자바', '코딩', '적용', '스프링', '디자인']",초급자,"['디자인 패턴', 'Java']","['BEST', '개발 · 프로그래밍', '교양 · 기타']",['백기선']
206,357,['쉽게 시작하는 쿠버네티스(v1.25)'],"['차이', '비용', '업그레이드', '사용', '시간', '버전', '노드', '쿠버네티스', '환경', '제한', '동작', '마이크로', '오브젝트', '요소', '워커', '뼈대', '아키텍처', '기본', '개괄', '구성', '마스터', '서비스']",초급자,"['Kubernetes', 'Docker']","['BEST', '개발 · 프로그래밍', '데브옵스 · 인프라']",['조훈(Hoon Jo)']
207,358,['코딩테스트 실전 모의고사(with C++) : 대기업 대비'],"['문제', '해결', '문제풀이', '알고리즘', '실전', '향상']",중급자,"['코딩 테스트', 'C++']","['BEST', '개발 · 프로그래밍', '알고리즘 · 자료구조']",['김태원']
208,359,"['더 자바, 애플리케이션을 테스트하는 다양한 방법']","['자바', '작성', '이슈', '성능', '운영', '환경', '사용', '애플리케이션', '아키텍처', '테스트']",초급자,"['Java', 'JUnit', 'Testcontainers', 'ArchUnit', 'Mockito']","['BEST', '개발 · 프로그래밍', '프로그래밍 언어']",['백기선']
209,360,['파이썬 알고리즘 문제풀이 입문(코딩테스트 대비)'],"['수리', '알고리즘', '문제해결', '능력', '개발', '추론', '자료구조', '사고력', '기초']",입문자,"['Python', '코딩 테스트']","['BEST', '개발 · 프로그래밍', '알고리즘 · 자료구조']",['김태원']
210,361,['it 취업을 위한 알고리즘 문제풀이 입문 (with C/C++) : 코딩테스트 대비'],"['문제', '알고리즘', '능력', '풀이', '코딩', '자료구조', '테스트']",입문자,"['C++', '코딩 테스트']","['BEST', '개발 · 프로그래밍', '알고리즘 · 자료구조']",['김태원']
211,362,['ITSM(IT 서비스 관리)을 위한 ITIL 4 Foundation 이해하기'],"['상호작용', '가지', '공동', '창', '프로세스', '가치', '관리', '시험', '프레임워크', '활동', '프랙', '시스템', '개요', '프랙티스', '변경', '요소', '서비스', '사슬', '개념', '차원']",초급자,"['itsm', 'itil', 'IT 서비스 관리']","['비즈니스 · 마케팅', '기획 · 전략 · PM']",['느티나무숲']
212,363,['카프카 완벽 가이드 - 코어편'],"['카프카', '핵심', '키퍼', '컨플루언트', '모니터링', '선출', '리더', '프로세스', '실습', '가용성', '메커니즘', '운영', '환경', '파라미터', '내부', '애플리케이션', '멀티', '구현', '체득', '요소', '기능', '기동', '브로커', '아키텍처', '직렬', '구성', '실전', '객체', '기반', '컨트롤러', '클러스터']",중급자,"['Kafka', '데이터 엔지니어링']","['BEST', '데이터 사이언스', '데이터 수집 · 처리']",['권 철민']
213,364,['평생 써먹는 데이터 기반 투자법 with 파이썬 퀀트 투자'],"['복리', '전략', '능력', '정적', '분산', '낙폭', '기법', '데이터', '실행', '측정', '성과', '정량', '추종', '스코어', '시뮬레이션', '수익률', '추세', '채권', '리밸런싱', '모멘텀', '구현', '배분', '자산', '가설', '투자', '평균', '기본', '실전', '연', '기반', '금융', '혼합']",초급자,"['퀀트', '투자', 'Pandas', 'Python']","['자기계발', '금융 ·  재테크']",['Jiwoon Jeong']
214,365,['확률과 통계 기초'],"['기초', '통계학', '확률론']",중급자,"['확률과 통계', '통계']","['학문 · 외국어', '수학']",['조범희 (타블렛깎는노인)']
215,366,['MERN 스택으로 만드는 지도서비스(+ TypeScript)'],"['카카오', '개발', '네이버', '사용', '맵']",초급자,"['MongoDB', 'Express', 'React', 'Node.js', 'TypeScript']","['개발 · 프로그래밍', '풀스택']",['이동훈']
216,367,['게임 엔진을 지탱하는 게임 수학'],"['벡터', '게임엔진', '원리', '그래픽스', '게임', '수학', '기초', '선형대수']",초급자,['게임수학'],"['BEST', '게임 개발', '게임 프로그래밍']",['이득우']
217,368,['자바스크립트 제대로 배워볼래?'],"['기본', '문법', '측면', '자바스크립트', '컨트롤', '용법', '바닐라']",초급자,"['JavaScript', 'ES6', 'HTML/CSS']","['BEST', '개발 · 프로그래밍', '프로그래밍 언어']",['개발자의 품격']
218,369,['오라클 성능 분석과 인스턴스 튜닝 핵심 가이드'],"['분석', '사례', '개별', '실제', '부하', '수행', '튜닝', '성능', '메커니즘', '용법', '내부', '연습', '해결', '전문가', '상세', '사이트', '발생', '아키텍처', '항목', '테스트', '지식', '중요', '구성', '데이터베이스', '수준', '기반', '오라클', '고객']",중급자,"['Oracle', 'DBMS/RDBMS']","['BEST', '개발 · 프로그래밍', '데이터베이스']",['권 철민']
219,370,['코로나맵 개발자와 함께하는 지도서비스 만들기 1'],"['초기', '카카오', '개발', '목적지', '구축', '환경', '지도', '박스', '구현', '기능', '인포', '기본', '지식', '웹', '서비스', '기반', '네이버', '검색', '윈도우']",초급자,"['Node.js', '웹앱', 'Express', 'VSCode']","['BEST', '개발 · 프로그래밍', '풀스택']",['이동훈']
220,371,['Entity Framework Core DB 성능 튜닝 (for SQL Server)'],"['쿼리', '해결', '학습', '기능', '이슈', '성능', '방안', '고려', '자동', '향상']",중급자,"['.NET', 'EF Core']","['개발 · 프로그래밍', '데이터베이스']",['김정선SQL']
221,372,['은종쌤과 자바로 디자인 패턴 쉽게 시작하기'],"['객체지향', '리펙토링', '자바', '프로그래밍', '디자인', '패턴']",초급자,"['디자인 패턴', '리팩토링', '객체지향']","['개발 · 프로그래밍', '교양 · 기타']",['박은종']
222,373,"['문법 공부 다음엔, 자바스크립트 프로젝트 101']","['미니', '문법', '순수', '자바스크립트', '개발', '핵심', '학습', '아두', '프레임워크', '프로젝트', '기초', '모던']",초급자,['JavaScript'],"['개발 · 프로그래밍', '프로그래밍 언어']",['이룸코딩']
223,374,['백엔드 개발자 취업 토탈 가이드 (back-end. 멘토링 경험기반)'],"['면접', '가이드', '멘토링', '포트폴리오', '협상', '제공', '맛보기', '기술', '연봉', '특강', '템플릿', '프로젝트', '차별성', '실전', '노하우', '인프런', '신입', '이력서']",입문자,"['포트폴리오', '기술면접', '이력서']","['BEST', '커리어', '취업 · 이직']",['incu']
224,375,['AWS Certified Cloud Practitioner 자격증 준비하기'],"['자격증', '취득', '전반', '클라우드', '내용']",초급자,"['AWS', '네트워크']","['BEST', '개발 · 프로그래밍', '데브옵스 · 인프라']",['코드바나나']
225,376,['스프링 핵심 원리 - 고급편'],"['고급', '기능', '디자인', '핵심', '스프링', '패턴']",중급자,"['Spring', '디자인 패턴']","['BEST', '개발 · 프로그래밍', '백엔드']",['김영한']
226,377,['스프링 MVC 2편 - 백엔드 웹 개발 활용 기술'],"['자바', '백엔드', '웹', '스프링', '기술']",초급자,"['MVC', 'Spring']","['BEST', '개발 · 프로그래밍', '백엔드']",['김영한']
227,378,['Qt 6 프로그래밍 1편'],"['데스크탑', '개발', '임베디드', '모바일', '동작', '플랫폼']",초급자,"['Qt', 'GUI']","['BEST', '개발 · 프로그래밍', '데스크톱 앱 개발']",['김대진']
228,379,['실전! Querydsl'],"['쿼리', '문제', '해결', '노하우', '기능', '실무', '사용', '기초', '설명']",중급자,"['Java', 'JPA']","['BEST', '개발 · 프로그래밍', '백엔드']",['김영한']
229,380,['자바 ORM 표준 JPA 프로그래밍 - 기본편'],"['설계', '방식', '매핑', '객체', '실무', '테이블', '사용', '동작', '내부']",초급자,"['Java', 'JPA']","['BEST', '개발 · 프로그래밍', '백엔드']",['김영한']
230,381,['포토샵 마스터 클래스 (만들면서 배우는 포토샵 입문)'],"['효과', '분야', '포토샵', '실전', '실용', '컨텐츠', '기능', '제작', '과정']",입문자,['Photoshop'],"['크리에이티브', '그래픽 디자인']",['정규민']
231,382,['삶을 행복하게 만드는 인간관계 대화법'],"['친구', '사회생활', '배우자', '연인', '직장', '매력', '대화', '가족']",입문자,"['대인관계', '커뮤니케이션']","['자기계발', '교양']",['흥버튼']
232,383,['시작하는 PM들을 위한 필수지식'],"['업무', '개발', '관계자', '장점', '역할', '프로세스', '솔루션', '협의', '관리', '수행', '아두', '범위', '상세', '용어', '지식', '노하우', '특', '단계']",초급자,"['프로젝트 관리', '서비스 기획', 'RFP', 'WBS']","['BEST', '비즈니스 · 마케팅', '기획 · 전략 · PM']",['불꽃남자25']
233,384,"['호돌맨의 요절복통 개발쇼 (SpringBoot, Vue.JS, AWS)']","['개발', '서버', '블로그', '테크닉', '실무', '애플리케이션', '만들기', '백엔드', '스프링부트', '중심', '개발자', '배포', '서비스']",중급자,"['Spring Boot', 'JPA', 'AWS', 'Vue.js', 'Spring Security']","['BEST', '개발 · 프로그래밍', '백엔드']",['호돌맨']
234,385,['아키텍처 패턴 with iOS - GUI Architecture Patterns(이론)'],"['특징', '역사', '환경', '아키텍처', '패턴']",중급자,"['아키텍처', 'MVC', 'MVVM', 'mvp', 'iOS']","['개발 · 프로그래밍', '모바일 앱 개발']",['배언수']
235,386,['이것이 진짜 크롤링이다 - 실전편'],"['크롤링', '예제', '실전', '풀이', '제작', '실력', '고수', '외주']",초급자,"['Python', '웹 크롤링']","['BEST', '데이터 사이언스', '데이터 수집 · 처리']",['스타트코딩']
236,387,"['핵심만 쉽게, 모두의 SQL 데이터 분석']","['핵심', '분석', '사용', '데이터', '실무', '캠페인', '비즈니스', '인사이트', '과정', '눈높이', '문법', '마케팅', '도출', '자의', '프로젝트', '입문', '체험', '해석', '작성', '독해']",입문자,"['SQL', '퍼포먼스 마케팅']","['BEST', '데이터 사이언스', '데이터 분석']",['데이터셰프']
237,388,['[손에 익는 Next.js] 공식 문서 훑어보기'],"['기본', '문제', '해결', '필요성', '손', '개념', '등장', '서버', '맛보기', '도구', '컴포넌트']",초급자,"['Next.js', 'next.js13', 'React', 'TypeScript']","['NEW', '개발 · 프로그래밍', '프론트엔드']",['하조은']
238,389,['파일 업로드 취약점 고급 공격 기법 PART2-3 : 다양한 실무 환경에서의 공격 방법론'],"['웹쉘', '공격', '환경', '업로드']",중급자,['모의해킹'],"['NEW', '보안 · 네트워크', '보안']",['크리핵티브']
239,390,['실무자가 알려주는 데이터 분석가 취업 준비 완벽 가이드 [월간 데이터리안 세미나 다시보기 | 2023년 9월]'],"['확인', '공고', '작성', '이유', '실무', '분석', '커뮤니티', '채용', '취업', '프로젝트', '이력서', '데이터']",입문자,"['포트폴리오', '이력서', '빅데이터']","['NEW', '커리어', '취업 · 이직']",['데이터리안']
240,391,['SQL 코딩테스트를 위한 마지막 걸음'],"['구현', '문법', '로직', '함수', '사용']",중급자,"['코딩 테스트', 'SQL', 'MySQL']","['NEW', '개발 · 프로그래밍', '데이터베이스']",['Gemma']
